Age,Year,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P
55.0,1995.0,Jul,1,Thursday,Pontiac,Rural,Tuesday,Jul,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,15,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
56.0,1994.0,Mar,1,Wednesday,Mazda,Rural,Thursday,Mar,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,3,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
61.0,1994.0,Sep,2,Thursday,Toyota,Urban,Monday,Oct,3,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,Liability,0
33.0,1995.0,Apr,1,Friday,Pontiac,Urban,Wednesday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,less than 20000,2,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,0
32.0,1995.0,Mar,1,Friday,Toyota,Urban,Friday,Mar,1,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
33.0,1995.0,Sep,2,Friday,Toyota,Urban,Thursday,Sep,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,5,400,3,none,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1
50.0,1996.0,Oct,1,Thursday,Toyota,Urban,Monday,Oct,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,15,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
39.0,1994.0,Apr,3,Saturday,Toyota,Urban,Monday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,Collision,0
42.34602,1996.0,Nov,2,Tuesday,Honda,Urban,Wednesday,Nov,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,8,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,Internal,3 to 5,no change,1 vehicle,Collision,0
30.0,1995.0,Feb,3,Thursday,Pontiac,Urban,Friday,Feb,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
67.459526,1994.0,Mar,5,Wednesday,Toyota,Urban,Thursday,Mar,4,Male,Married,Third Party,Sedan - All Perils,Sedan,40000 to 59000,12,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
23.0,1996.0,Mar,1,Saturday,Pontiac,Urban,Friday,Mar,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,400,4,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,1
34.0,1994.0,Aug,3,Sunday,Honda,Urban,Wednesday,Apr,3,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,16,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1
41.0,1994.0,Oct,2,Tuesday,Pontiac,Urban,Monday,Oct,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
23.388435,1995.0,Nov,4,Tuesday,Honda,Urban,Wednesday,Nov,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11,400,2,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Liability,0
33.0,1996.0,Mar,2,Monday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
32.0,1994.0,Jun,3,Friday,Honda,Urban,Friday,Jun,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
29.0,1995.0,Nov,2,Wednesday,Honda,Rural,Thursday,Nov,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,6,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1
50.0,1994.0,May,5,Monday,Honda,Urban,Monday,May,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,14,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
54.0,1995.0,Aug,2,Wednesday,Mazda,Urban,Wednesday,May,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5,400,1,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
41.0,1994.0,Feb,2,Wednesday,Chevrolet,Urban,Tuesday,Feb,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,8,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,0
34.0,1995.0,Aug,2,Wednesday,Nisson,Urban,Monday,Aug,2,Female,Single,Third Party,Sedan - All Perils,Sedan,30000 to 39000,5,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
53.424347,1995.0,Oct,5,Wednesday,Ford,Urban,Friday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
78.13097,1996.0,Sep,3,Friday,Toyota,Urban,Thursday,Sep,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,Liability,0
34.0,1994.0,May,4,Tuesday,Chevrolet,Urban,Wednesday,May,4,Female,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,15,500,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,Collision,0
70.052734,1994.0,Sep,5,Wednesday,Mazda,Urban,Friday,Sep,5,Male,Single,Third Party,Sedan - Collision,Sedan,more than 69000,12,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Collision,0
52.0,1994.0,Oct,3,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,5,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
21.0,1995.0,Aug,2,Monday,Pontiac,Rural,Friday,Aug,2,Male,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,11,400,4,more than 30,more than 30,none,2 years,21 to 25,No,No,External,none,no change,1 vehicle,All Perils,1
30.0,1994.0,Mar,1,Sunday,Chevrolet,Urban,Tuesday,May,2,Female,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,3,400,4,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,Liability,0
31.0,1996.0,Dec,1,Sunday,Pontiac,Rural,Tuesday,Dec,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,Liability,0
51.0,1995.0,Jun,1,Thursday,Ford,Urban,Thursday,Jun,3,Male,Single,Third Party,Sedan - Collision,Sedan,more than 69000,13,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
53.0,1996.0,Jul,4,Wednesday,Toyota,Rural,Friday,Jul,4,Female,Single,Third Party,Sedan - Liability,Sport,20000 to 29000,13,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability,0
28.0,1994.0,Apr,2,Friday,Toyota,Urban,Thursday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
64.0,1995.0,May,1,Tuesday,Pontiac,Urban,Monday,May,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,5,400,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
41.0,1995.0,Feb,2,Sunday,Toyota,Urban,Friday,Feb,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,9,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,0
44.0,1996.0,Nov,1,Friday,VW,Urban,Monday,Nov,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,3,500,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,Collision,0
28.0,1995.0,Jan,3,Tuesday,Toyota,Urban,Thursday,Feb,4,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Liability,0
36.0,1994.0,Dec,5,Tuesday,Mecedes,Rural,Tuesday,Jan,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,Collision,0
46.0,1996.0,Jan,1,Thursday,Pontiac,Urban,Friday,Jan,4,Male,Married,Third Party,Sedan - Liability,Sport,more than 69000,9,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,Yes,No,External,none,no change,1 vehicle,Liability,0
48.774944,1994.0,Feb,1,Wednesday,Toyota,Urban,Thursday,Feb,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,15,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
58.428043,1994.0,Jul,4,Saturday,Pontiac,Urban,Thursday,Jul,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,14,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
49.0,1996.0,Dec,1,Thursday,Chevrolet,Urban,Tuesday,Dec,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
30.0,1996.0,Jul,2,Friday,Honda,Urban,Tuesday,Aug,2,Female,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
40.0,1995.0,Jul,3,Thursday,Chevrolet,Urban,Tuesday,Jul,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,16,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,0
35.0,1995.0,Mar,2,Monday,Pontiac,Urban,Thursday,Mar,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,Liability,0
44.0,1994.0,Feb,2,Monday,Toyota,Urban,Tuesday,Feb,2,Male,Married,Third Party,Sedan - Liability,Sport,more than 69000,2,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,none,no change,1 vehicle,Liability,0
69.727165,1995.0,Jul,3,Monday,Toyota,Urban,Wednesday,Jul,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,0
42.0,1996.0,Jun,1,Tuesday,Mazda,Urban,Wednesday,Jun,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,700,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,0
39.0,1994.0,Jul,5,Sunday,Pontiac,Urban,Tuesday,Apr,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,8,400,3,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
30.0,1994.0,Mar,1,Wednesday,Mazda,Urban,Friday,Mar,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,5,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
39.735584,1994.0,Nov,3,Thursday,Chevrolet,Urban,Saturday,Nov,3,Male,Married,Third Party,Sedan - Collision,Sedan,more than 69000,8,400,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,0
26.0,1996.0,May,3,Thursday,Pontiac,Urban,Thursday,May,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
0.0,1995.0,May,2,Monday,Toyota,Urban,Tuesday,May,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,15,400,1,more than 30,more than 30,none,2 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,All Perils,0
56.0,1995.0,Dec,3,Saturday,Toyota,Urban,Monday,Dec,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,10,400,3,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
44.0,1996.0,May,2,Friday,Honda,Urban,Monday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,Liability,0
62.284824,1994.0,Feb,3,Wednesday,Honda,Rural,Friday,Feb,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,6,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,1
36.0,1994.0,Apr,2,Monday,Honda,Urban,Monday,Apr,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,5,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
31.0,1995.0,Oct,1,Wednesday,Ford,Urban,Thursday,Feb,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,3,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
38.0,1994.0,Oct,2,Tuesday,Mazda,Urban,Wednesday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,5,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
51.0,1995.0,Sep,3,Tuesday,Pontiac,Urban,Wednesday,Sep,4,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5,400,3,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
35.0,1996.0,Dec,4,Monday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,16,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,0
49.0,1996.0,Nov,2,Wednesday,Toyota,Urban,Friday,Dec,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,0
30.0,1995.0,Feb,4,Tuesday,Mazda,Urban,Wednesday,Feb,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
48.0,1994.0,Sep,1,Thursday,Ford,Urban,Monday,Nov,3,Male,Single,Policy Holder,Utility - All Perils,Utility,more than 69000,10,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
30.0,1996.0,May,4,Friday,Chevrolet,Urban,Monday,May,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,16,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
54.0,1996.0,May,4,Thursday,Honda,Urban,Friday,May,4,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,7,400,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,Liability,0
43.0,1995.0,Jan,5,Thursday,Honda,Urban,Friday,Jan,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
39.0,1995.0,May,2,Tuesday,Chevrolet,Urban,Tuesday,May,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,Collision,0
27.0,1994.0,May,1,Sunday,Accura,Rural,Thursday,Jun,2,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,11,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
62.0,1994.0,Dec,1,Monday,Toyota,Urban,Tuesday,Dec,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,5,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
46.0,1996.0,Mar,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,15,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
42.0,1995.0,May,3,Tuesday,Honda,Urban,Monday,May,3,Male,Married,Policy Holder,Sedan - Liability,Sport,40000 to 59000,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
31.0,1994.0,Feb,4,Tuesday,Pontiac,Urban,Friday,Mar,1,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,1
27.0,1994.0,Apr,1,Sunday,Pontiac,Urban,Friday,Apr,4,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,9,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
40.0,1995.0,Apr,5,Monday,Toyota,Rural,Wednesday,Apr,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,8,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
34.0,1996.0,May,4,Thursday,Pontiac,Urban,Tuesday,May,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
30.190264,1994.0,Feb,3,Sunday,Toyota,Urban,Monday,Mar,3,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
44.0,1996.0,Mar,5,Monday,Mazda,Urban,Thursday,Mar,2,Female,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,9,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,0
30.0,1994.0,Apr,4,Monday,Toyota,Urban,Monday,Apr,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11,400,1,more than 30,more than 30,1,6 years,31 to 35,Yes,Yes,External,1 to 2,no change,1 vehicle,All Perils,0
34.0,1996.0,Feb,3,Wednesday,Chevrolet,Urban,Thursday,Feb,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,9,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
42.0,1996.0,Apr,5,Wednesday,Chevrolet,Urban,Thursday,Apr,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
61.0,1994.0,Aug,5,Friday,Pontiac,Urban,Wednesday,Aug,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,Liability,0
45.0,1996.0,Jan,2,Friday,Toyota,Urban,Friday,Feb,1,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
43.0,1996.0,Nov,3,Tuesday,Accura,Urban,Wednesday,Nov,4,Male,Widow,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,8,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
31.518005,1995.0,Mar,3,Thursday,Toyota,Urban,Tuesday,Mar,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
39.0,1994.0,Aug,2,Monday,Accura,Urban,Monday,Aug,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,10,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,1
74.70158,1996.0,Aug,2,Thursday,Chevrolet,Rural,Friday,Aug,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,12,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Liability,0
61.0,1994.0,Jan,1,Thursday,Toyota,Urban,Friday,Jan,2,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
36.0,1995.0,Nov,2,Thursday,Honda,Rural,Wednesday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
